Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,19: Zadana vrijednost [%],19: Mjerena vrijednost [%],19: Greška mjerenja [ % ],19: Dozvoljeno odstupanje  [ ± % ],19: Usklađeno,20: Zadana vrijednost [%],20: Mjerena vrijednost [%],20: Greška mjerenja [ % ],20: Dozvoljeno odstupanje  [ ± % ],20: Usklađeno,21: Zadana vrijednost [%],21: Mjerena vrijednost [%],21: Greška mjerenja [ % ],21: Dozvoljeno odstupanje  [ ± % ],21: Usklađeno,22: Zadana vrijednost [%],22: Mjerena vrijednost [],22: Greška mjerenja [ % ],22: Dozvoljeno odstupanje  [ ± % ],22: Usklađeno,23: Zadana vrijednost [%],23: Mjerena vrijednost [%],23: Greška mjerenja [ % ],23: Dozvoljeno odstupanje  [ ± % ],23: Usklađeno,Napomena
1979/17,1979/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDK-0013,DA,DA,DA,DA,DA,Volumen,"300,00","284,00","5,33","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00","575,00","4,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,40","0,40","1,00",DA,"2,00","2,31","0,31","1,00",DA,"3,00","3,18","0,18","1,00",DA,"4,00","3,47","0,53","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1981/17,1981/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDK-0017,DA,DA,DA,DA,DA,Volumen,"300,00","278,00","7,33","10,00",DA,"400,00","371,00","7,25","10,00",DA,"500,00","460,00","8,00","10,00",DA,"600,00","557,00","7,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,29","0,29","1,00",DA,"2,00","2,47","0,47","1,00",DA,"3,00","3,28","0,28","1,00",DA,"4,00","3,45","0,55","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1983/17,1983/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0067,DA,DA,DA,DA,DA,Volumen,"300,00","283,00","5,67","10,00",DA,"400,00","376,00","6,00","10,00",DA,"500,00","470,00","6,00","10,00",DA,"600,00","565,00","5,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,18","0,18","1,00",DA,"2,00","2,32","0,32","1,00",DA,"3,00","3,29","0,29","1,00",DA,"4,00","3,88","0,12","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1984/17,1984/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0070,DA,DA,DA,DA,DA,Volumen,"300,00","280,00","6,67","10,00",DA,"400,00","373,00","6,75","10,00",DA,"500,00","474,00","5,20","10,00",DA,"600,00","569,00","5,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,07","0,07","1,00",DA,"2,00","2,18","0,18","1,00",DA,"3,00","3,33","0,33","1,00",DA,"4,00","3,79","0,21","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1985/17,1985/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0066,DA,DA,DA,DA,DA,Volumen,"300,00","287,00","4,33","10,00",DA,"400,00","380,00","5,00","10,00",DA,"500,00","479,00","4,20","10,00",DA,"600,00","566,00","5,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,26","0,26","1,00",DA,"2,00","2,33","0,33","1,00",DA,"3,00","3,18","0,18","1,00",DA,"4,00","3,77","0,23","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1986/17,1986/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0065,DA,DA,DA,DA,DA,Volumen,"300,00","288,00","4,00","10,00",DA,"400,00","380,00","5,00","10,00",DA,"500,00","479,00","4,20","10,00",DA,"600,00","578,00","3,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,23","0,23","1,00",DA,"2,00","2,21","0,21","1,00",DA,"3,00","3,30","0,30","1,00",DA,"4,00","3,87","0,13","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1987/17,1987/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0071,DA,DA,DA,DA,DA,Volumen,"300,00","286,00","4,67","10,00",DA,"400,00","379,00","5,25","10,00",DA,"500,00","479,00","4,20","10,00",DA,"600,00","574,00","4,33","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,18","0,18","1,00",DA,"2,00","2,43","0,43","1,00",DA,"3,00","3,29","0,29","1,00",DA,"4,00","3,91","0,09","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1988/17,1988/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0069,DA,DA,DA,DA,DA,Volumen,"300,00","284,00","5,33","10,00",DA,"400,00","376,00","6,00","10,00",DA,"500,00","475,00","5,00","10,00",DA,"600,00","566,00","5,67","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,22","0,22","1,00",DA,"2,00","1,92","0,08","1,00",DA,"3,00","2,87","0,13","1,00",DA,"4,00","4,02","0,02","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1989/17,1989/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0075,DA,DA,DA,DA,DA,Volumen,"300,00","289,00","3,67","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","482,00","3,60","10,00",DA,"600,00","577,00","3,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,42","0,42","1,00",DA,"2,00","2,38","0,38","1,00",DA,"3,00","3,12","0,12","1,00",DA,"4,00","3,91","0,09","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1990/17,1990/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0074,DA,DA,DA,DA,DA,Volumen,"300,00","286,00","4,67","10,00",DA,"400,00","379,00","5,25","10,00",DA,"500,00","476,00","4,80","10,00",DA,"600,00","567,00","5,50","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,18","0,18","1,00",DA,"2,00","1,89","0,11","1,00",DA,"3,00","2,77","0,23","1,00",DA,"4,00","3,67","0,33","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1991/17,1991/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0073,DA,DA,DA,DA,DA,Volumen,"300,00","293,00","2,33","10,00",DA,"400,00","384,00","4,00","10,00",DA,"500,00","483,00","3,40","10,00",DA,"600,00","583,00","2,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,33","0,33","1,00",DA,"2,00","1,87","0,13","1,00",DA,"3,00","2,75","0,25","1,00",DA,"4,00","3,88","0,12","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1992/17,1992/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0072,DA,DA,DA,DA,DA,Volumen,"300,00","282,00","6,00","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","467,00","6,60","10,00",DA,"600,00","564,00","6,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,18","0,18","1,00",DA,"2,00","2,22","0,22","1,00",DA,"3,00","3,47","0,47","1,00",DA,"4,00","3,65","0,35","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
2173/17,2173/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,GE Datex Ohmeda,DATEX OHMEDA,AMXG00635,NE,DA,DA,DA,NE,Volumen,"200,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"300,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"400,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"500,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"2,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"3,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"4,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1982/17,1982/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0068,DA,DA,DA,DA,DA,Volumen,"300,00","307,00","2,33","10,00",DA,"400,00","398,00","0,50","10,00",DA,"500,00","495,00","1,00","10,00",DA,"600,00","563,00","6,17","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,29","0,30","1,00",DA,"2,00","2,47","0,47","1,00",DA,"3,00","3,28","0,28","1,00",DA,"4,00","3,45","0,55","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1968/17,1968/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS,ARNN-0138,NE,DA,DA,DA,NE,Volumen,"200,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"300,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"400,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"500,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"2,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"3,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"4,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1980/17,1980/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS,ARUN-0161,NE,DA,NE,DA,NE,Volumen,"200,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"300,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"400,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"500,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"2,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"3,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"4,00",NIJE MJERENO,NIJE MJERENO,"1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1970/17,1970/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDJ-0269,DA,DA,DA,DA,DA,Volumen,"300,00","292,00","2,67","10,00",DA,"400,00","385,00","3,75","10,00",DA,"500,00","480,00","4,00","10,00",DA,"600,00","577,00","3,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,43","0,43","1,00",DA,"2,00","2,45","0,45","1,00",DA,"3,00","3,12","0,12","1,00",DA,"4,00","3,58","0,42","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1971/17,1971/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDJ-0271,DA,DA,DA,DA,DA,Volumen,"300,00","294,00","2,00","10,00",DA,"400,00","392,00","2,00","10,00",DA,"500,00","489,00","2,20","10,00",DA,"600,00","573,00","4,50","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,58","0,58","1,00",DA,"2,00","2,40","0,40","1,00",DA,"3,00","3,20","0,20","1,00",DA,"4,00","3,21","0,79","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1972/17,1972/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDJ-0262,DA,DA,DA,DA,DA,Volumen,"300,00","280,00","6,67","10,00",DA,"400,00","372,00","7,00","10,00",DA,"500,00","466,00","6,80","10,00",DA,"600,00","562,00","6,33","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,53","0,53","1,00",DA,"2,00","2,76","0,76","1,00",DA,"3,00","3,29","0,29","1,00",DA,"4,00","3,68","0,32","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1973/17,1973/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDH-0028,DA,DA,DA,DA,DA,Volumen,"300,00","290,00","3,33","10,00",DA,"400,00","385,00","3,75","10,00",DA,"500,00","480,00","4,00","10,00",DA,"600,00","570,00","5,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,52","0,52","1,00",DA,"2,00","2,29","0,29","1,00",DA,"3,00","3,30","0,30","1,00",DA,"4,00","3,92","0,08","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1974/17,1974/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,PRIMUS INFINITY,ASDJ-0265,DA,DA,DA,DA,DA,Volumen,"300,00","285,00","5,00","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","468,00","6,40","10,00",DA,"600,00","564,00","6,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,47","0,47","1,00",DA,"2,00","2,83","0,83","1,00",DA,"3,00","3,48","0,48","1,00",DA,"4,00","3,68","0,32","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1986/17,1986/VL/17,1.8.2017.,Zavrsena,NARUDŽBENICA BR. 4500095729 OD 31.07.2017.,Komparativna,Redovna,Drager,FABIUS TIRO,ASDK-0065,DA,DA,DA,DA,DA,Volumen,"200,00","201,00","0,50","10,00",DA,"300,00","296,00","1,33","10,00",DA,"400,00","385,00","3,75","10,00",DA,"500,00","470,00","6,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,60","0,40","1,00",DA,"2,00","1,50","0,50","1,00",DA,"3,00","2,60","0,40","1,00",DA,"4,00","3,50","0,50","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1428/17,1428/VL/17,20.7.2017.,Zavrsena,UGOVOR BR. JN-183/5-17 OD 17.07.2017.,Komparativna,Prva,Drager,PRIMUS,ARXH-0240,DA,DA,DA,DA,DA,Volumen,"200,00","206,00","3,00","10,00",DA,"300,00","314,00","4,67","10,00",DA,"400,00","386,00","3,50","10,00",DA,"500,00","479,00","4,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,00","0,00","1,00",DA,"2,00","2,01","0,01","1,00",DA,"3,00","3,01","0,01","1,00",DA,"4,00","4,01","0,01","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1429/17,1429/VL/17,20.7.2017.,Zavrsena,UGOVOR BR. JN-183/5-17 OD 17.07.2017.,Komparativna,Prva,Drager,PRIMUS,ARXH-0241,DA,DA,DA,DA,DA,Volumen,"200,00","216,00","8,00","10,00",DA,"300,00","321,00","7,00","10,00",DA,"400,00","420,00","5,00","10,00",DA,"500,00","526,00","5,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,99","0,01","1,00",DA,"2,00","1,98","0,02","1,00",DA,"3,00","3,02","0,02","1,00",DA,"4,00","4,02","0,02","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1430/17,1430/VL/17,20.7.2017.,Zavrsena,UGOVOR BR. JN-183/5-17 OD 17.07.2017.,Komparativna,Prva,GE - General Electric,AVANCE CS2 PRO,APKU01089,DA,DA,DA,DA,DA,Volumen,"200,00","210,00","5,00","10,00",DA,"300,00","315,00","5,00","10,00",DA,"400,00","405,00","1,25","10,00",DA,"500,00","530,00","6,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,01","0,01","1,00",DA,"2,00","2,01","0,01","1,00",DA,"3,00","3,02","0,02","1,00",DA,"4,00","4,03","0,03","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1432/17,1432/VL/17,20.7.2017.,Zavrsena,UGOVOR BR. JN-183/5-17 OD 17.07.2017.,Komparativna,Prva,Siemens,KION ELEMA,ARXH 0049,DA,DA,DA,DA,DA,Volumen,"200,00","194,00","3,00","10,00",DA,"300,00","288,00","4,00","10,00",DA,"400,00","390,00","2,50","10,00",DA,"500,00","479,00","4,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,01","0,01","1,00",DA,"2,00","2,02","0,02","1,00",DA,"3,00","2,98","0,02","1,00",DA,"4,00","3,96","0,04","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1431/17,1431/VL/17,20.7.2017.,Zavrsena,UGOVOR BR. JN-183/5-17 OD 17.07.2017.,Komparativna,Prva,Heinen Lowenstein,SINUS,SAG5587,DA,DA,DA,DA,DA,Volumen,"200,00","206,00","3,00","10,00",DA,"300,00","321,00","7,00","10,00",DA,"400,00","415,00","3,75","10,00",DA,"500,00","510,00","2,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,01","0,01","1,00",DA,"2,00","2,04","0,04","1,00",DA,"3,00","3,06","0,06","1,00",DA,"4,00","4,04","0,04","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1413/17,1413/VL/17,19.7.2017.,Zavrsena,NARUDŽBENICA OD 12.07.2017.,Komparativna,Prva,Drager,FABIUS,ARSF-0076,DA,DA,DA,DA,DA,Volumen,"300,00","277,00","7,67","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","462,00","7,60","10,00",DA,"600,00","553,00","7,83","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,20","0,20","1,00",DA,"2,00","1,86","0,14","1,00",DA,"3,00","2,67","0,33","1,00",DA,"4,00","3,65","0,35","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1411/17,1411/VL/17,19.7.2017.,Zavrsena,NARUDŽBENICA OD 02.06.2017.,Komparativna,Redovna,Datex Ohmeda,AESPIRE,AMXL01845,DA,DA,DA,DA,DA,Volumen,"200,00","186,00","7,00","10,00",DA,"300,00","277,00","7,67","10,00",DA,"400,00","365,00","8,75","10,00",DA,"500,00","459,00","8,20","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,80","0,20","1,00",DA,"2,00","1,82","0,18","1,00",DA,"3,00","2,78","0,22","1,00",DA,"4,00","3,82","0,18","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1535/17,1535/VL/17,17.7.2017.,Zavrsena,NARUDŽBENICA BR. 95/17 OD 11.07.2017.,Komparativna,Prva,TMS,Maxi 2200,V15050747,DA,DA,DA,DA,DA,Volumen,"200,00","207,00","3,50","10,00",DA,"300,00","325,00","8,33","10,00",DA,"400,00","373,00","6,75","10,00",DA,"500,00","455,00","9,00","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","1,01","0,01","1,00",DA,"2,00","2,01","0,01","1,00",DA,"3,00","3,02","0,02","1,00",DA,"4,00","4,01","0,01","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1355/17,1355/VL/17,12.7.2017.,Zavrsena,NARUDŽBENICA OD 03.07.2017.,Komparativna,Prva,Drager,Fabius,0032,DA,DA,DA,DA,DA,Volumen,"200,00","185,00","7,50","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","365,00","8,75","10,00",DA,"500,00","458,00","8,40","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,22","0,78","1,00",DA,"2,00","1,07","0,93","1,00",DA,"3,00","3,11","0,11","1,00",DA,"4,00","3,54","0,46","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
1281/17,1281/VL/17,7.7.2017.,Zavrsena,NARUDŽBENICA BR. 4500094642 OD 28.06.2017.,Komparativna,Redovna,Drager,PRIMUS,ARUN-0140,DA,DA,DA,DA,DA,Volumen,"200,00","183,00","8,50","10,00",DA,"300,00","277,00","7,67","10,00",DA,"400,00","371,00","7,25","10,00",DA,"500,00","471,00","5,80","10,00",DA,"600,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,"700,00",NIJE MJERENO,NIJE MJERENO,"10,00",NE,Koncentracija anestezioloških gasova,"1,00","0,94","0,06","1,00",DA,"2,00","1,47","0,53","1,00",DA,"3,00","2,09","0,91","1,00",DA,"4,00","3,28","0,72","1,00",DA,"5,00",NIJE MJERENO,NIJE MJERENO,"1,00",NE,
