Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,7: Zadana vrijednost [mbar],7: Mjerena vrijednost [mbar],7: Greška mjerenja [ % ],7: Dozvoljeno odstupanje  [ ± % ],7: Usklađeno,8: Zadana vrijednost [mbar],8: Mjerena vrijednost [mbar],8: Greška mjerenja [ % ],8: Dozvoljeno odstupanje  [ ± % ],8: Usklađeno,9: Zadana vrijednost [mbar],9: Mjerena vrijednost [mbar],9: Greška mjerenja [ % ],9: Dozvoljeno odstupanje  [ ± % ],9: Usklađeno,10: Zadana vrijednost [mbar],10: Mjerena vrijednost [mbar],10: Greška mjerenja [ % ],10: Dozvoljeno odstupanje  [ ± % ],10: Usklađeno,11: Zadana vrijednost [mbar],11: Mjerena vrijednost [mbar],11: Greška mjerenja [ % ],11: Dozvoljeno odstupanje  [ ± % ],11: Usklađeno,12: Zadana vrijednost [mbar],12: Mjerena vrijednost [mbar],12: Greška mjerenja [ % ],12: Dozvoljeno odstupanje  [ ± % ],12: Usklađeno,Napomena
769/16,769/VL/16,24.3.2016.,Zavrsena,Narudžbenica br. 441 od 10.03.2016.,Komparativna,Redovna,Carefusion,INFANT FLOW SIPAP,BDN01068,DA,DA,DA,DA,DA,Volumen,"200,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"300,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"400,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"500,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
765/16,765/VL/16,24.3.2016.,Zavrsena,Narudžbenica br. 441 od 10.03.2016.,Komparativna,Redovna,PURITAN BENETT,Bennett 840,3510091860,DA,DA,DA,DA,DA,Volumen,"100,00","94,00","6,00","10,00",DA,"200,00","185,00","7,50","10,00",DA,"300,00","273,00","9,00","10,00",DA,"400,00","365,00","8,75","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
766/16,766/VL/16,24.3.2016.,Zavrsena,Narudžbenica br. 441 od 10.03.2016.,Komparativna,Redovna,Drager,BABYLOG 8000,ARCE-0001,NE,NE,NE,NE,NE,Volumen,"200,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"300,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"400,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"500,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
724/16,724/VL/16,23.3.2016.,Zavrsena,Narudžbenica br. 441 od 10.03.2016.,Komparativna,Redovna,B. Braun,Evita XL,ARZH-0455,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","406,00","1,50","10,00",DA,"500,00","496,00","0,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
560/16,560/VL/16,18.3.2016.,Zavrsena,Ugovor br. 01-1-387/16 od 07.03.2016.,Komparativna,Redovna,Drager,Evita 2 dura,ARLN-0149,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","273,00","9,00","10,00",DA,"400,00","378,00","5,50","10,00",DA,"500,00","490,00","2,00","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
584/16,584/VL/16,18.3.2016.,Zavrsena,Ugovor br. 01-1-387/16 od 07.03.2016.,Komparativna,Redovna,Drager,EVITA XL,BA105447,DA,DA,DA,DA,DA,Volumen,"200,00","194,00","3,00","10,00",DA,"300,00","299,00","0,33","10,00",DA,"400,00","413,00","3,25","10,00",DA,"500,00","494,00","1,20","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
564/16,564/VL/16,18.3.2016.,Zavrsena,Ugovor br. 01-1-387/16 od 07.03.2016.,Komparativna,Redovna,Drager,Evita 4,ARZD-0072,DA,DA,DA,DA,DA,Volumen,"200,00","208,00","4,00","10,00",DA,"300,00","286,00","4,67","10,00",DA,"400,00","378,00","5,50","10,00",DA,"500,00","499,00","0,20","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
561/16,561/VL/16,18.3.2016.,Zavrsena,Ugovor br. 01-1-387/16 od 07.03.2016.,Komparativna,Redovna,Drager,Evita XL,ARZD-0172,DA,DA,DA,DA,DA,Volumen,"200,00","187,00","6,50","10,00",DA,"300,00","304,00","1,33","10,00",DA,"400,00","387,00","3,25","10,00",DA,"500,00","514,00","2,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
562/16,562/VL/16,18.3.2016.,Zavrsena,Ugovor br. 01-1-387/16 od 07.03.2016.,Komparativna,Redovna,Drager,Evita XL,ARZD-0171,DA,DA,DA,DA,DA,Volumen,"200,00","208,00","4,00","10,00",DA,"300,00","292,00","2,67","10,00",DA,"400,00","364,00","9,00","10,00",DA,"500,00","514,00","2,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
563/16,563/VL/16,18.3.2016.,Zavrsena,Ugovor br. 01-1-387/16 od 07.03.2016.,Komparativna,Redovna,Drager,Evita XL,ARZD-0171,DA,DA,DA,DA,DA,Volumen,"200,00","191,00","4,50","10,00",DA,"300,00","286,00","4,67","10,00",DA,"400,00","418,00","4,50","10,00",DA,"500,00","509,00","1,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
565/16,565/VL/16,18.3.2016.,Zavrsena,Ugovor br. 01-1-387/16 od 07.03.2016.,Komparativna,Redovna,Drager,Evita XL,ARZD-0177,DA,DA,DA,DA,DA,Volumen,"200,00","215,00","7,50","10,00",DA,"300,00","297,00","1,00","10,00",DA,"400,00","377,00","5,75","10,00",DA,"500,00","461,00","7,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
492/16,492/VL/16,4.3.2016.,Zavrsena,ODLUKA OD 26.02.2016.,Komparativna,Redovna,WEINMANN,MEDUMAT STANDARD,2674,DA,DA,DA,DA,DA,Volumen,"200,00","183,00","8,50","10,00",DA,"300,00","278,00","7,33","10,00",DA,"400,00","365,00","8,75","10,00",DA,"500,00","458,00","8,40","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
493/16,493/VL/16,4.3.2016.,Zavrsena,ODLUKA OD 26.02.2016.,Komparativna,Redovna,WEINMANN,MEDUMAT STANDARD,13634,DA,DA,DA,DA,DA,Volumen,"200,00","216,00","8,00","10,00",DA,"300,00","326,00","8,67","10,00",DA,"400,00","420,00","5,00","10,00",DA,"500,00","528,00","5,60","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
491/16,491/VL/16,2.3.2016.,Zavrsena,Narudžbenica SW od 04.02.2016.,Komparativna,Prva,Drager,Evita 4,ARND-0130,DA,DA,DA,DA,DA,Volumen,"200,00","190,00","5,00","10,00",DA,"300,00","304,00","1,33","10,00",DA,"400,00","402,00","0,50","10,00",DA,"500,00","496,00","0,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
157/16,157/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,Siemens,Servo Ventilator 900,21079,DA,DA,DA,DA,DA,Volumen,"100,00","91,00","9,00","10,00",DA,"200,00","191,00","4,50","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","367,00","8,25","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
157/16,157/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,Siemens,Servo Ventilator 900,21079,DA,DA,DA,DA,DA,Volumen,"100,00","91,00","9,00","10,00",DA,"200,00","191,00","4,50","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","367,00","8,25","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
158/16,158/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,Drager,Babylog 8000 plus,ARTE-0013,DA,DA,DA,DA,DA,Volumen,"15,00","16,00","6,67","10,00",DA,"37,00","40,00","8,11","10,00",DA,"60,00","64,00","6,67","10,00",DA,"75,00","82,00","9,33","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
245/16,245/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,RESPIRONICS,BIPAP ST,161741,DA,DA,DA,DA,DA,Volumen,"4,00","3,87","3,25","10,00",DA,"12,00","12,31","2,58","10,00",DA,"16,00","15,46","3,37","10,00",DA,"20,00","20,56","2,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
246/16,246/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,RESPIRONICS,BIPAP ST,083902,DA,DA,DA,DA,DA,Volumen,"4,00","4,19","4,75","10,00",DA,"12,00","11,65","2,92","10,00",DA,"16,00","15,89","0,69","10,00",DA,"20,00","20,93","4,65","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
247/16,247/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,RESPIRONICS,BIPAP ST,012072,DA,DA,DA,DA,DA,Volumen,"4,00","4,12","3,00","10,00",DA,"12,00","11,70","2,50","10,00",DA,"16,00","15,45","3,44","10,00",DA,"20,00","20,88","4,40","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
248/16,248/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,RESPIRONICS,BIPAP ST,063640,DA,DA,DA,DA,DA,Volumen,"4,00","4,12","3,00","10,00",DA,"12,00","11,71","2,42","10,00",DA,"16,00","16,00","0,00","10,00",DA,"20,00","20,36","1,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
159/16,159/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,Drager,Oxylog 3000,SRUB-0007,DA,DA,DA,DA,DA,Volumen,"100,00","92,00","8,00","10,00",DA,"200,00","186,00","7,00","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","385,00","3,75","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
155/16,155/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,Drager,Evita 4,ARTE-0518,DA,DA,DA,DA,DA,Volumen,"100,00","101,00","1,00","10,00",DA,"200,00","193,00","3,50","10,00",DA,"300,00","301,00","0,33","10,00",DA,"400,00","410,00","2,50","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
154/16,154/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,Siemens,Servo Ventilator 300,06656,DA,DA,DA,DA,DA,Volumen,"100,00","101,00","1,00","10,00",DA,"200,00","199,00","0,50","10,00",DA,"300,00","305,00","1,67","10,00",DA,"400,00","387,00","3,25","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
156/16,156/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,Siemens,Servo Ventilator 300,14661,DA,DA,DA,DA,DA,Volumen,"100,00","92,00","8,00","10,00",DA,"200,00","187,00","6,50","10,00",DA,"300,00","279,00","7,00","10,00",DA,"400,00","365,00","8,75","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
257/16,257/VL/16,10.2.2016.,Zavrsena,Ugovor br. 20/1-300 od 12.01.2016.,Komparativna,Redovna,WEINMANN,Medumat standard,35934,DA,DA,DA,DA,DA,Volumen,"200,00","213,00","6,50","10,00",DA,"300,00","291,00","3,00","10,00",DA,"400,00","422,00","5,50","10,00",DA,"500,00","504,00","0,80","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
1317/15,1317/AB/15,18.12.2015.,Zavrsena,Narudžbenica br. SUSL-0515-000049,Komparativna,Redovna,Drager,Babylog 8000,ARXM0159,NE,NE,NE,NE,NE,Volumen,"200,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"300,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"400,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,"500,00",NIJE MJERENO,NIJE MJERENO,"10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
1308/15,1308/AB/15,17.12.2015.,Zavrsena,Narudžbenica br. SUSL-0515-000050,Komparativna,Redovna,Heinen Lowenstein,Elisa,0400000HUL52141169,DA,DA,DA,DA,DA,Volumen,"100,00","98,00","2,00","10,00",DA,"200,00","186,00","7,00","10,00",DA,"300,00","282,00","6,00","10,00",DA,"400,00","378,00","5,50","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
1303/15,1303/AB/15,17.12.2015.,Zavrsena,Narudžbenica br. SUSL-0515-000050,Komparativna,Redovna,GE - General Electric,Engstrom Carestation,CBCP02164,DA,DA,DA,DA,DA,Volumen,"100,00","106,00","6,00","10,00",DA,"200,00","208,00","4,00","10,00",DA,"300,00","328,00","9,33","10,00",DA,"400,00","440,00","10,00","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
1307/15,1307/AB/15,17.12.2015.,Zavrsena,Narudžbenica br. SUSL-0515-000050,Komparativna,Redovna,Carefusion,Avea,AGV02079,DA,DA,DA,DA,DA,Volumen,"100,00","93,00","7,00","10,00",DA,"200,00","188,00","6,00","10,00",DA,"300,00","277,00","7,67","10,00",DA,"400,00","365,00","8,75","10,00",DA,600,NIJE MJERENO,NIJE MJERENO,10,NE,700,NIJE MJERENO,NIJE MJERENO,10,NE,Pritisak,200,NIJE MJERENO,NIJE MJERENO ,10,NE,300,NIJE MJERENO ,NIJE MJERENO ,10,NE,400,NIJE MJERENO ,NIJE MJERENO ,10,NE,500,NIJE MJERENO ,NIJE MJERENO ,10,NE,700,NIJE MJERENO ,NIJE MJERENO ,10,NE,900,NIJE MJERENO ,NIJE MJERENO ,10,NE,
